ID_VIV,ID_PERSONA,ENT,NOM_ENT,MUN,NOM_MUN,LOC50K,NOM_LOC,COBERTURA,ESTRATO,UPM,FACTOR,NUMPER,SEXO,EDAD,PARENT,PARENT_OTRO_C,IDENT_MADRE,IDENT_PADRE,SERSALUD,AFRODES,ACTA_NAC,DHSERSAL1,DHSERSAL2,PERTE_INDIGENA,ENT_PAIS_NAC,NACIONALIDAD,HLENGUA,QDIALECT_C,QDIALECT_INALI,HESPANOL,ELENGUA,ASISTEN,MUN_ASI,NOM_MUN_ASI,ENT_PAIS_ASI,TIE_TRASLADO_ESCU,MED_TRASLADO_ESC1,MED_TRASLADO_ESC2,MED_TRASLADO_ESC3,ESCOLARI,NIVACAD,ALFABET,ESCOACUM,MUN_RES10,NOM_MUN_RES10,ENT_PAIS_RES10,SITUA_CONYUGAL,IDENT_PAREJA,CONACT,OCUPACION_C,SITUACION_TRAB,AGUINALDO,VACACIONES,SERVICIO_MEDICO,UTILIDADES,INCAP_SUELDO,SAR_AFORE,CREDITO_VIVIENDA,INGTRMEN,ACTIVIDADES_C,MUN_TRAB,NOM_MUN_TRAB,ENT_PAIS_TRAB,TIE_TRASLADO_TRAB,MED_TRASLADO_TRAB1,MED_TRASLADO_TRAB2,MED_TRASLADO_TRAB3,ACTI_SIN_PAGO1,ACTI_SIN_PAGO2,ACTI_SIN_PAGO3,ACTI_SIN_PAGO4,ACTI_SIN_PAGO5,ACTI_SIN_PAGO6,ACTI_SIN_PAGO7,ACTI_SIN_PAGO8,HIJOS_NAC_VIVOS,HIJOS_FALLECIDOS,HIJOS_SOBREVIV,FECHA_NAC_M,FECHA_NAC_A,SOBREVIVENCIA,EDAD_MORIR_D,EDAD_MORIR_M,EDAD_MORIR_A,TAMLOC
130270000017,13027000001701,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84743,3,1,1,60,1,101,97,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,0,0,7,0,27,Huehuetla,13,5,2,35,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,2
130270000017,13027000001702,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84743,3,2,3,53,2,201,97,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,2,2,5,2,27,Huehuetla,13,5,1,33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,27,14,2,3,0,3,9,1987,1,,,,2
130270000017,13027000001703,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84743,3,3,3,30,3,301,2,1,5,3,1,1,,1,13,5,3,,,,3,7,,,,,,,,6,2,5,6,27,Huehuetla,13,6,,31,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,7,2,0,,,,,,,,,2
130270000017,13027000001704,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84743,3,4,3,27,3,301,2,1,5,3,1,1,,1,13,5,3,,,,3,7,,,,,,,,3,3,5,9,27,Huehuetla,13,6,,33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,2
130270000041,13027000004101,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84740,2,1,1,32,1,101,96,96,5,3,1,1,,3,13,5,3,,,,1,7,,,,,,,,3,8,5,15,27,Huehuetla,13,1,2,10,411,5,,,,,,,,643,4611,27,Huehuetla,13,1,6,,,0,0,0,0,0,0,7,2,,,,,,,,,,2
130270000041,13027000004102,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84740,2,2,3,23,2,201,96,96,5,3,1,1,,1,13,5,1,712,702,5,,5,60,Tenango de Doria,13,4,1,,,2,11,5,14,27,Huehuetla,13,1,1,33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,21,6,0,,,,,,,,,2
130270000043,13027000004301,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84737,2,1,3,76,1,101,97,97,5,3,1,1,,3,30,5,1,1041,211,5,,7,,,,,,,,3,3,5,9,27,Huehuetla,13,4,,10,411,5,,,,,,,,2143,4631,27,Huehuetla,13,7,,,,0,0,6,6,0,1,4,12,8,2,6,9,1972,1,,,,2
130270000043,13027000004302,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84737,2,2,3,48,3,301,1,97,2,3,1,3,,3,13,5,3,,,,3,7,,,,,,,,4,10,5,16,27,Huehuetla,13,5,96,10,122,1,1,3,5,8,1,3,5,8000,6111,27,Huehuetla,13,1,6,,,0,0,0,0,0,3,1,0,3,1,2,8,1996,3,1,,,2
130270000044,13027000004401,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84738,2,1,1,28,1,101,97,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,3,4,5,12,27,Huehuetla,13,5,2,10,735,5,,,,,,,,2571,8112,27,Huehuetla,13,7,,,,0,0,0,0,0,0,0,0,,,,,,,,,,2
130270000044,13027000004402,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84738,2,2,3,22,2,201,96,96,5,3,1,1,,3,13,5,3,,,,3,7,,,,,,,,3,3,5,9,27,Huehuetla,13,5,1,33,,,,,,,,,,,,,,,,,,,0,0,32,0,0,18,9,3,2,0,2,7,2013,1,,,,2
130270000044,13027000004403,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84738,2,3,1,5,3,301,2,1,5,3,1,1,,3,13,5,3,,,,3,5,27,Huehuetla,13,1,6,,,2,1,7,0,27,Huehuetla,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000044,13027000004404,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84738,2,4,3,1,3,301,2,1,5,3,1,1,,3,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000048,13027000004801,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84743,3,1,1,58,1,101,97,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,0,0,7,0,27,Huehuetla,13,5,2,10,911,2,2,4,6,8,2,4,6,1714,1110,27,Huehuetla,13,4,6,,,0,0,0,0,0,0,0,0,,,,,,,,,,2
130270000048,13027000004802,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84743,3,2,3,55,2,201,97,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,0,0,7,0,27,Huehuetla,13,5,1,33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,5,6,0,6,7,1991,1,,,,2
130270000048,13027000004803,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84743,3,3,3,30,3,301,2,1,5,3,1,1,,1,13,5,3,,,,3,7,,,,,,,,6,2,5,6,27,Huehuetla,13,6,,31,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,2
130270000062,13027000006201,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84747,2,1,1,26,2,201,96,96,5,3,1,1,,1,13,5,3,,,,3,7,,,,,,,,3,3,5,9,27,Huehuetla,13,5,2,10,911,2,2,4,6,8,2,4,6,2143,1110,27,Huehuetla,13,4,6,,,0,0,0,0,0,0,0,0,,,,,,,,,,2
130270000062,13027000006202,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84747,2,2,3,25,1,101,96,96,5,3,1,1,,1,13,5,1,331,501,5,,7,,,,,,,,3,3,5,9,27,Huehuetla,13,5,1,10,961,3,2,4,6,8,2,4,6,2000,8140,27,Huehuetla,13,2,9,,,0,0,30,30,0,14,8,2,2,0,2,1,2013,1,,,,2
130270000062,13027000006203,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84747,2,3,3,7,3,301,2,1,5,3,1,1,,1,13,5,3,,,,3,5,27,Huehuetla,13,2,6,,,1,2,5,1,27,Huehuetla,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000062,13027000006204,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84747,2,4,3,2,3,301,2,1,5,3,1,1,,1,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000064,13027000006401,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84736,2,1,3,23,1,101,96,96,5,3,1,1,,1,15,5,3,,,,3,5,27,Huehuetla,13,3,1,,,3,11,5,15,27,Huehuetla,13,1,2,10,213,1,2,4,6,8,2,4,6,5000,9312,53,San Bartolo Tutotepec,13,4,1,,,0,0,24,0,0,3,5,0,1,0,1,1,2011,1,,,,2
130270000064,13027000006402,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84736,2,2,1,23,2,201,96,96,5,3,1,1,,1,13,5,3,,,,3,5,111,Pantepec,21,5,3,,,4,11,5,16,27,Huehuetla,13,1,1,10,282,1,1,3,5,8,2,4,6,4000,6222,27,Huehuetla,13,1,3,,,8,8,12,0,8,1,1,0,,,,,,,,,,2
130270000064,13027000006403,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84736,2,3,3,4,3,301,1,2,5,3,1,1,,1,13,5,3,,,,3,5,27,Huehuetla,13,1,6,,,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000067,13027000006701,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84741,2,1,1,37,1,101,96,96,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,3,3,5,9,27,Huehuetla,13,5,2,10,311,1,1,3,6,8,2,4,6,3000,9314,27,Huehuetla,13,1,6,,,0,0,0,0,0,0,0,0,,,,,,,,,,2
130270000067,13027000006702,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84741,2,2,3,32,2,201,96,96,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,3,3,5,9,27,Huehuetla,13,5,1,10,521,5,,,,,,,,999999,8121,27,Huehuetla,13,7,,,,0,0,0,0,0,15,15,7,2,0,2,8,2013,1,,,,2
130270000067,13027000006703,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84741,2,3,1,5,3,301,2,1,5,3,1,1,,1,13,5,3,,,,3,5,27,Huehuetla,13,1,6,,,2,1,7,0,27,Huehuetla,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000067,13027000006704,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84741,2,4,1,1,3,301,2,1,5,3,1,1,,1,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000076,13027000007601,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84743,3,1,1,60,1,101,97,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,3,2,5,3,27,Huehuetla,13,4,,10,911,5,,,,,,,,1286,1110,27,Huehuetla,13,3,6,,,0,0,0,0,0,0,0,0,,,,,,,,,,2
130270000089,13027000008901,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84733,2,1,1,58,1,101,97,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,0,0,7,0,27,Huehuetla,13,5,2,10,962,1,1,3,6,8,2,4,6,3600,6119,27,Huehuetla,13,1,6,,,0,48,15,0,0,0,0,0,,,,,,,,,,2
130270000089,13027000008902,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84733,2,2,3,56,2,201,97,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,0,0,7,0,27,Huehuetla,13,5,1,33,,,,,,,,,,,,,,,,,,,0,0,24,0,0,2,3,0,2,0,2,4,1997,1,,,,2
130270000089,13027000008903,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84733,2,3,1,17,3,301,2,1,5,3,1,1,,1,13,5,1,712,702,5,,5,27,Huehuetla,13,1,6,,,2,4,5,11,27,Huehuetla,13,6,,31,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,2
130270000089,13027000008904,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84733,2,4,1,1,3,301,99,97,5,3,1,1,,1,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000089,13027000008905,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84733,2,5,3,21,3,301,2,1,5,3,1,1,,1,13,5,3,,,,1,7,,,,,,,,3,4,5,12,27,Huehuetla,13,4,,33,,,,,,,,,,,,,,,,,,,0,24,24,0,0,2,3,0,1,0,1,5,2013,1,,,,2
130270000095,13027000009501,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84737,2,1,3,76,1,101,97,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,0,0,7,0,27,Huehuetla,13,4,,33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,4,0,5,0,5,5,1964,1,,,,2
130270000095,13027000009502,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84737,2,2,3,32,4,409,96,96,5,3,1,3,,1,13,5,3,,,,1,7,,,,,,,,4,11,5,16,27,Huehuetla,13,6,,10,233,1,1,3,5,8,1,3,5,7200,6112,60,Tenango de Doria,13,4,1,,,6,6,6,6,8,0,4,0,0,,,,,,,,,2
130270000102,13027000010201,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84738,2,1,1,9,4,409,4,6,5,3,1,1,,3,13,5,3,,,,3,5,27,Huehuetla,13,9,,,,3,2,5,3,27,Huehuetla,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000102,13027000010202,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84738,2,2,3,70,1,101,97,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,0,0,7,0,27,Huehuetla,13,2,,35,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,5,3,4,1,3,7,1987,1,,,,2
130270000102,13027000010203,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84738,2,3,3,3,4,409,4,6,5,3,1,1,,3,13,5,3,,,,3,5,27,Huehuetla,13,9,,,,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000102,13027000010204,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84738,2,4,3,34,3,301,2,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,3,2,5,3,27,Huehuetla,13,1,6,33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,15,7,3,0,3,8,2012,1,,,,2
130270000102,13027000010205,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84738,2,5,3,4,4,409,4,6,5,3,1,1,,3,13,5,3,,,,3,5,27,Huehuetla,13,9,,,,2,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000102,13027000010206,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84738,2,6,1,32,5,417,96,96,5,3,1,1,,3,13,5,3,,,,1,7,,,,,,,,6,2,5,6,27,Huehuetla,13,1,4,10,711,2,2,4,6,8,2,4,6,2143,2123,27,Huehuetla,13,1,6,,,0,0,0,0,0,0,0,0,,,,,,,,,,2
130270000106,13027000010601,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84744,2,1,3,31,1,101,96,96,5,3,1,1,,1,21,5,3,,,,3,7,,,,,,,,3,4,5,12,27,Huehuetla,13,1,96,33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,3,2,0,2,1,2006,1,,,,2
130270000106,13027000010602,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84744,2,2,3,11,3,301,1,96,5,3,1,1,,1,13,5,3,,,,3,5,27,Huehuetla,13,1,6,,,5,2,5,5,27,Huehuetla,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000106,13027000010603,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84744,2,3,3,9,3,301,1,96,5,3,1,1,,1,13,5,3,,,,3,5,27,Huehuetla,13,1,6,,,3,2,5,3,27,Huehuetla,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000112,13027000011201,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84739,2,1,3,46,1,101,96,96,5,3,1,1,3,1,13,5,3,,,,3,7,,,,,,,,4,10,5,16,27,Huehuetla,13,5,2,10,233,1,1,3,5,8,1,3,5,20000,6112,27,Huehuetla,13,2,1,,,0,0,25,0,0,1,5,1,3,0,3,1,2010,1,,,,2
130270000112,13027000011202,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84739,2,2,1,50,2,201,97,97,5,3,1,1,3,1,9,5,3,,,,3,7,,,,,,,,5,11,5,17,27,Huehuetla,13,5,1,10,320,1,2,4,6,8,2,4,6,7600,9312,27,Huehuetla,13,1,6,,,0,0,1,0,0,0,2,0,,,,,,,,,,2
130270000112,13027000011203,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84739,2,3,1,7,3,301,1,2,5,3,1,1,3,1,13,5,3,,,,3,5,27,Huehuetla,13,1,6,,,1,2,5,1,27,Huehuetla,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000112,13027000011204,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84739,2,4,3,5,3,301,1,2,5,3,1,1,3,1,13,5,3,,,,3,5,27,Huehuetla,13,1,6,,,1,1,5,0,27,Huehuetla,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000118,13027000011801,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84746,3,1,1,36,1,101,96,96,5,3,1,1,,1,13,5,3,,,,3,7,,,,,,,,6,2,5,6,27,Huehuetla,13,1,2,10,933,3,2,4,6,8,2,4,6,1286,8130,27,Huehuetla,13,3,6,,,0,0,0,0,0,0,0,0,,,,,,,,,,2
130270000118,13027000011802,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84746,3,2,3,33,2,201,96,96,5,3,1,1,,1,13,5,3,,,,3,7,,,,,,,,2,2,5,2,27,Huehuetla,13,1,1,33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,14,2,5,0,5,11,2008,1,,,,2
130270000118,13027000011803,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84746,3,3,3,15,3,301,2,1,5,3,1,1,,1,13,5,3,,,,3,5,27,Huehuetla,13,1,6,,,2,3,5,8,27,Huehuetla,13,6,,31,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,2
130270000118,13027000011804,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84746,3,4,3,13,3,301,2,1,5,3,1,1,,1,13,5,3,,,,3,5,27,Huehuetla,13,1,6,,,1,3,5,7,27,Huehuetla,13,6,,31,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,2
130270000118,13027000011805,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84746,3,5,1,11,8,423,2,99,5,3,1,1,,1,13,5,3,,,,3,5,27,Huehuetla,13,1,6,,,3,2,5,3,27,Huehuetla,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000118,13027000011806,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84746,3,6,1,8,3,301,2,1,5,3,1,1,,1,13,5,3,,,,3,5,27,Huehuetla,13,1,6,,,2,2,5,2,27,Huehuetla,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000118,13027000011807,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84746,3,7,3,6,3,301,2,1,5,3,1,1,,1,13,5,3,,,,3,5,27,Huehuetla,13,1,6,,,3,1,5,0,27,Huehuetla,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000131,13027000013101,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84747,2,1,3,42,1,101,96,97,7,3,1,8,,3,13,5,3,,,,3,7,,,,,,,,3,3,5,9,27,Huehuetla,13,2,,33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,7,2,4,0,4,12,2000,1,,,,2
130270000131,13027000013102,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84747,2,2,3,25,3,301,1,98,7,3,1,8,,3,13,5,3,,,,3,7,,,,,,,,4,10,5,16,77,Tulancingo de Bravo,13,2,,10,233,1,2,3,6,8,2,4,6,6000,6119,27,Huehuetla,13,4,1,,,0,0,0,0,0,0,0,0,1,0,1,5,2008,1,,,,2
130270000131,13027000013103,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84747,2,3,1,19,3,301,1,98,7,3,1,8,,3,13,5,3,,,,3,7,,,,,,,,2,4,5,11,27,Huehuetla,13,6,,10,922,5,,,,,,,,3000,2123,27,Huehuetla,13,7,,,,0,0,0,0,0,0,0,0,,,,,,,,,,2
130270000131,13027000013104,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84747,2,4,3,14,3,301,1,98,7,3,1,8,,3,13,5,3,,,,3,5,999,No especificado de Entidad y Municipio,999,9,,,,2,3,5,8,27,Huehuetla,13,6,,31,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,1,0,,,,,,,,,2
130270000131,13027000013105,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84747,2,5,1,7,4,409,2,98,7,3,1,8,,3,13,5,3,,,,3,5,27,Huehuetla,13,1,6,,,1,2,5,1,27,Huehuetla,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000135,13027000013501,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84743,3,1,1,63,1,101,97,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,0,0,7,0,27,Huehuetla,13,1,2,35,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,2
130270000135,13027000013502,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84743,3,2,3,42,2,201,96,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,0,0,7,0,27,Huehuetla,13,1,1,33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,5,9,3,6,10,1997,1,,,,2
130270000135,13027000013503,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84743,3,3,3,20,3,301,2,1,5,3,1,1,,1,13,5,3,,,,3,7,,,,,,,,3,4,5,12,27,Huehuetla,13,1,96,33,,,,,,,,,,,,,,,,,,,0,0,90,0,0,10,8,2,1,0,1,10,2014,1,,,,2
130270000135,13027000013504,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84743,3,4,1,0,4,409,3,96,5,3,1,1,,1,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
130270000136,13027000013601,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84734,2,1,3,50,1,101,97,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,3,3,5,9,27,Huehuetla,13,5,2,33,,,,,,,,,,,,,,,,,,,0,2,0,0,2,1,2,0,3,0,3,10,1998,1,,,,2
130270000136,13027000013602,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84734,2,2,1,50,2,201,96,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,6,2,5,6,27,Huehuetla,13,5,1,10,751,5,,,,,,,,4000,3110,27,Huehuetla,13,7,,,,0,2,0,0,2,0,0,0,,,,,,,,,,2
130270000136,13027000013603,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84734,2,3,1,16,3,301,1,2,5,3,1,1,,1,13,5,1,712,702,5,,5,27,Huehuetla,13,1,6,,,2,4,5,11,27,Huehuetla,13,6,,31,,,,,,,,,,,,,,,,,,,0,2,0,0,2,0,0,0,,,,,,,,,,2
130270000142,13027000014201,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84737,2,1,3,49,1,101,96,97,5,3,1,1,,1,13,5,3,,,,3,7,,,,,,,,3,3,5,9,27,Huehuetla,13,5,2,33,,,,,,,,,,,,,,,,,,,0,0,3,1,0,2,1,1,3,0,3,7,2000,1,,,,2
130270000142,13027000014202,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84737,2,2,1,56,2,201,96,97,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,6,2,5,6,27,Huehuetla,13,5,1,35,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,,,,,,,,,,2
130270000142,13027000014203,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84737,2,3,3,14,3,301,1,2,5,3,1,1,,1,13,5,3,,,,1,5,27,Huehuetla,13,1,6,,,2,3,5,8,27,Huehuetla,13,6,,31,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,,,,,,,,,2
130270000166,13027000016601,13,Hidalgo,27,Huehuetla,0,Localidad de menos de 50 mil habitantes,2,13-027-08,84737,2,1,3,50,1,101,96,96,5,3,1,1,,1,13,5,1,712,702,5,,7,,,,,,,,3,3,5,9,27,Huehuetla,13,5,2,33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,1,3,0,3,3,1992,1,,,,2
